Term DocID TF Positions
episod 4 3 36339,36388,47802
epistemolog 4 1 8316
equal 3 1 273
equal 4 4 13538,18154,32999,34446
equat 4 5 13784,16038,18269,38821,47569
equip 4 6 8594,8614,32548,42276,42723,42905
equit 4 1 25149
equiti 4 3 6538,42476,43740
equival 3 3 420,2371,2626
equival 4 2 28721,45158
er 4 2 30764,30929
era 4 6 22318,22324,22427,22556,22563,22578
erect 4 1 18752
eric 4 1 1526
erica 4 1 38140
erika 4 1 32626
eriksen 4 1 5552
erim 4 1 47638
error 4 3 27476,37055,37094
erupt 4 1 7514
escal 3 1 175
escola 4 2 2108,2209
escort 4 1 19966
especi 4 1 25603
espinel 4 1 42485
essenti 4 3 20156,31033,38569
establish 3 1 1130
establish 4 16 1551,6207,17860,28605,28781,29614,31904,33831,34115,36182,45832,46147,46760,49738,49785,49804
estat 4 3 8292,16305,17097
esteem 4 2 32003,48363
estim 3 1 500
estim 4 29 4642,8050,8109,8753,8781,10704,13783,14385,15225,15276,16014,16037,16043,17725,18268,21226,21600,24602,25631,25827,30330,31104,32181,33034,33167,36380,36615,38820,47568
estrogen 1 1 1054
ethic 4 2 6032,32939
ethnic 4 42 5772,5778,5834,5872,5877,5892,5945,5952,5963,5970,5982,5996,6014,6058,6067,6075,6079,6937,10604,10614,10664,10711,10754,10822,10846,11166,16072,17625,17750,18080,21070,24641,29936,30395,33028,34285,36843,37072,38404,43292,43670,47620
ethnograph 4 1 45101
ethylcellulos 3 1 402
etouch 4 2 249,322
eugenia 4 1 43706
europ 1 2 333,1125
europ 4 2 7010,38308
european 3 1 1741
eva 4 1 43098
evacu 4 7 27773,27788,27817,46154,46193,46332,46449
evalu 3 2 1623,2143
evalu 4 69 1103,1842,1971,1983,2098,2695,2803,4301,4320,5515,6097,6132,6224,6321,6326,7169,7375,7499,8497,9139,11324,11359,12687,13318,13747,13769,13941,14301,14512,21445,23003,23045,23057,23144,24032,25740,26344,26350,26431,26540,26639,28399,29723,29888,29976,30522,30592,30611,30642,31708,32015,34207,34588,34618,34859,34879,34913,35775,38074,38356,38430,38697,39087,40191,43492,43893,45200,45600,49608
evan 4 1 18194
event 3 4 1224,1239,1609,1929
event 4 8 7738,25822,26369,31336,31415,32420,37058,46383
eventu 4 3 13297,46724,49358
everett 4 1 30976
evgeni 4 1 27031
evict 4 1 13565
evid 1 1 510
evid 2 1 196
evid 3 3 75,159,2641
evid 4 24 1039,3798,10598,12230,12246,12460,13413,13894,15228,16274,17023,17542,21080,22987,23103,23149,28435,28625,34200,34465,35402,35801,48640,49573
evolut 4 1 26370
evolutionari 1 2 621,827
evolv 4 2 768,5052
exacerb 4 2 26855,38603
exact 1 1 914
exam 4 3 4714,46275,46285
examin 4 61 133,167,1157,1286,2587,3026,3229,3420,3469,3635,5244,7763,7847,7980,10890,11936,12841,13448,13761,14277,14290,14499,14619,14629,14714,14724,16792,17599,17787,17889,18281,18980,19217,19229,19263,20851,20985,24255,24867,28802,29430,32161,36198,36274,36527,37599,39315,39383,39398,39421,39439,39610,44240,46657,46849,46917,46985,47214,47308,48482,48581
exampl 4 7 2078,4248,18901,20287,30923,35673,49492
excel 4 4 9991,13716,18206,41405
except 4 1 42228
excess 4 1 45693
exchang 4 13 5193,7321,8620,27928,27947,30029,30254,40955,43420,43464,43609,43639,44878
exclud 4 1 36830
exclus 4 5 13016,28842,28880,29012,31728
exemplar 4 1 11333
exemplari 4 1 4519
exercis 4 4 11320,33530,33702,41686
exert 4 2 12236,16155
exhibit 4 5 1921,35590,35622,35626,35649
exist 4 30 640,5371,5656,5736,8743,8777,8895,8900,11891,12066,12370,12608,13114,13300,16579,18421,26769,28538,28621,32694,33579,34280,36150,38604,44604,44994,45922,47020,47958,49800
exit 4 1 29452
expand 4 7 9144,13986,25696,30813,34452,40093,46885
expans 3 1 704
expans 4 3 46882,47056,49329
expect 3 1 39
expect 4 10 1616,3547,11006,11027,11037,22856,32173,43035,49126,49674
expenditur 4 7 1587,1729,4188,6707,6760,6773,6777
expens 4 2 9513,45353
experi 4 39 476,486,2023,3115,3721,3752,3783,3801,3821,4934,5037,5083,9370,10361,10466,12422,13158,13763,13885,18387,18905,20831,21483,22802,23238,24485,26915,30457,30511,32858,36222,37052,37541,39425,40721,41032,41160,42406,43856
experienc 1 1 975
experienc 3 1 1646
experienc 4 7 17873,20474,33908,43309,45124,45557,49149
experienti 4 1 3561
experiment 3 1 74
experiment 4 1 44131
expert 4 7 4862,5481,6373,7168,8384,42315,45970
explain 4 10 10862,11052,11103,12691,12790,36717,36776,36888,44636,47267
explan 1 1 1026
explan 4 1 36954
explanatori 4 3 11061,19548,49258
explicit 4 1 45888
explo 4 1 41785
explod 4 1 36926
exploit 4 8 2708,2740,2757,2885,2925,6946,35047,36095
explor 4 18 2021,7452,11897,12169,12269,13963,14241,15844,19868,24579,25211,33109,37572,41822,41935,42092,43683,44827
exploratori 4 3 14627,19221,43219
exponenti 4 2 30814,42866
export 4 2 34331,34400
expos 4 2 25029,46641
exposur 4 30 1245,1301,1314,1333,5927,7969,7984,8036,8069,8098,19015,23202,23248,23327,23338,23400,24202,24482,24679,25261,25502,25528,25543,25727,25745,25826,25848,38831,41033,47532
express 3 1 833
express 4 7 1902,5032,31123,31326,31373,38594,44734
extant 4 1 33944
extend 3 2 369,2753
extend 4 5 2974,18796,24767,45388,49731
extens 4 3 1397,9566,9635
extent 4 7 2517,3536,6656,21109,24374,25516,37574
extern 4 1 33227
extra 4 1 22097
extract 4 2 30228,37775
extrem 4 7 6612,6728,6883,7022,7735,15245,41679
eye 4 1 19090
ezeh 4 2 3407,14841
faan 4 1 1142
faap 4 1 6911
fabul 4 1 30830
face 4 20 7107,15570,15746,15775,15786,15802,20131,23408,26031,26033,26066,26068,33826,37151,37167,37981,40470,42526,42566,47734
facent 4 2 29131,34491
facep 4 1 46364
facet 4 1 34587
facil 4 35 4785,7073,9285,13696,13729,14963,14970,15005,19970,20098,23662,36146,42729,42818,42834,42897,43031,43085,43175,43186,43246,43251,43277,43283,43312,43319,43345,43356,43365,44887,45924,45950,46001,46079,47545
facilit 4 14 699,5012,5505,6643,15535,21496,22666,28639,28650,35559,36990,39536,44955,45030
fact 3 1 2052
factor 1 1 393
factor 2 1 424
factor 3 3 727,786,838
factor 4 117 245,1446,2444,2680,2892,2915,3349,3847,3973,4403,5497,5680,6607,9491,10270,10320,10324,10356,11699,12658,12689,12843,13382,13474,13476,13500,13511,13539,13557,13573,13590,13598,13620,13641,13674,13849,14307,14368,14472,14486,14518,14821,14913,15001,15418,16810,18244,18579,18649,18731,18807,18848,19262,19485,19536,19543,19944,21465,21472,21656,22914,23049,23133,24205,24554,24583,24799,24847,24852,24928,24988,25064,26772,29918,29923,32721,33099,33103,33356,33460,35328,35446,36574,36911,36927,36996,37591,37598,37885,37948,38095,38927,39177,39229,39263,39293,39682,41702,41751,41943,43222,43757,43790,44394,45642,47157,47343,47985,48249,48258,48583,48720,48837,49047,49215,49481,49631
faculdad 4 1 2142
faculti 4 5 5605,5652,5657,5733,42203
fah 4 1 10549
fail 4 1 19998
failur 3 34 18,26,32,44,58,90,108,126,144,186,491,496,508,515,596,604,676,806,920,929,1105,1113,1236,1258,1269,1277,1487,1535,1680,1714,1826,2036,2119,2768
failur 4 1 22310
fair 4 3 12334,16635,32259
faith 4 3 35238,35291,35415
faiza 4 1 35942
fall 4 4 13184,32340,47216,47506
fals 4 1 9838
famili 1 1 401
famili 4 57 157,686,763,846,954,1010,1248,1304,1335,1695,2242,2251,2262,2269,2272,2299,2317,2331,2339,2354,2372,2377,2383,2397,2406,2414,2424,2432,4937,5009,5466,6560,6669,6832,8559,9261,11475,13567,16856,19930,19964,20035,25324,26303,28718,31844,36015,36051,36067,37955,37961,38548,38646,39650,41430,41650,44570
familia 4 1 38083
fang 3 1 889
farah 4 1 36167
farber 4 2 11151,30316
farfel 4 1 23984
fashion 3 1 2752
fast 4 5 16396,16405,16455,25670,28349
fastest 4 1 28493
fat 4 8 17396,17483,45283,45289,45317,45322,45343,45349
fatal 4 4 13872,22312,37092,46651
father 4 2 5771,5881
favilli 1 1 1343
favor 3 1 1910
favor 4 3 10008,31436,36746
favorit 4 2 2039,2042
fax 4 1 38418
fbi 4 1 10192
fc 1 1 1212
fear 4 6 5001,19949,19994,32540,44661,44707
feasibl 4 9 9734,9997,27402,27471,27550,44755,44831,44875,46307
featur 1 1 288
featur 4 10 96,2552,7680,11289,14858,15645,17067,28603,28617,35893
februari 4 2 15988,49728
feder 4 15 2137,25564,25572,26192,26494,28206,28376,30263,35072,38056,46583,46659,46763,46799,46805
fee 4 1 31140
feed 4 2 11501,31730
feedback 4 7 431,450,457,8348,9119,29563,31422
feel 4 5 5038,5075,10368,28028,48850
feet 4 1 35657
felix 4 1 29376
fell 4 1 6778
fellow 4 10 9691,27047,38486,43486,43490,43543,43586,43630,43642,43657
fellowship 4 2 43515,43575
felt 4 6 11942,12538,29810,29896,36088,47822
femal 1 1 395
femal 2 1 178
femal 4 24 2714,2794,10228,12076,18288,18332,18562,18610,19424,20723,23108,23565,23574,23595,23601,23838,27256,29771,32992,36022,40908,47772,48373,48392
fertil 4 1 19516
fever 4 3 24804,38279,38286
fewer 4 2 11908,44620
fibrosi 3 1 702
field 4 15 9346,12398,22153,22219,25546,25579,25597,25830,25841,26635,35521,37544,40575,42376,42388
fieldwork 4 1 8304
fifteen 4 1 44589
fifti 4 2 2155,23369
figueroa 4 1 11136
figur 1 14 447,497,520,546,639,658,678,710,743,771,794,817,845,864
figur 4 2 16459,44964
file 4 2 10955,24106
fill 4 4 1722,3277,23320,42970
final 1 2 692,1317
final 2 2 101,153
final 4 8 2887,12008,12052,25100,34889,35621,35822,41929
financi 4 6 1626,17218,19032,20254,28698,49500
find 3 2 902,2202
find 4 56 229,1308,1549,2086,2663,2926,4085,4436,7394,7447,10218,12135,12393,12625,12645,13169,13914,14482,15768,16949,17539,18402,18438,20200,21122,21999,23010,23464,24454,25457,26880,26928,26961,27726,29582,29722,29854,29860,29975,30488,30500,32350,32779,35736,36682,36861,39979,40027,41520,42085,43775,44322,44324,44574,46694,49660
finkelstein 4 2 9693,27026
fire 4 3 7528,14721,46233
fischer 3 1 720
fish 1 1 350
fit 4 3 1051,30352,32000
flanagan 4 1 19388
flexibl 4 3 26137,28657,30275
flip 4 1 31570
flora 4 2 12186,41795
fluctuat 4 1 26906
flung 4 1 6511
flynt 4 1 11146
focal 4 3 15579,26609,26647
focus 4 49 1435,2016,2055,2089,2820,2834,3818,3844,7120,7894,9626,11549,15048,15566,18189,18804,19857,20394,25127,25146,28466,28508,28680,28695,29170,29248,29480,30440,32529,33434,34070,34087,34350,35289,36945,37281,38114,40391,40484,40562,43815,43852,44078,46045,48021,48708,48896,49277,49344
fold 3 2 610,615
fold 4 1 18147
follow 4 15 522,830,4690,11659,18298,20532,26338,26364,26419,26423,30207,38791,40211,40233,43831
food 4 57 6564,6602,6665,6708,6759,6772,6817,6836,6840,6890,6897,16183,16228,16242,16285,16397,16406,16456,16851,17213,17293,17346,17407,17410,17415,17420,17470,17547,17561,17607,17665,17679,17694,24328,33737,35990,36075,36136,36939,38563,38566,44200,44243,44259,44341,44387,44400,44411,44426,45047,45085,45096,45164,45208,45215,45275,45376
forc 4 6 2180,3207,28688,36367,47750,47767
ford 4 1 31765
foreclosur 4 1 13547
foreign 4 5 38130,38190,38238,38358,47592
forest 4 1 24788
form 4 12 4160,5290,5332,5637,8340,26025,28346,30215,31735,44740,47736,47860
formal 4 3 1970,31811,48417
format 4 4 2812,2817,2929,30417
formul 3 1 373
formul 4 2 14924,40429
fornoni 3 1 2788
forti 4 3 27191,27491,44548
fortin 4 1 22637
fortun 4 1 46779
forum 4 5 566,6505,42598,42614,42709
forward 3 1 2300
forward 4 4 13283,29572,42267,46020
foster 4 6 5670,28026,34356,34461,40696,43499
fotso 4 3 2483,14839,43105
found 3 3 531,588,2576
found 4 30 202,1276,1922,3322,3675,3774,3796,4485,6169,11805,12827,14205,15827,16322,17775,21077,23336,23537,24645,25297,25330,25363,27821,31506,33262,37506,40297,40649,44037,47316
foundat 4 8 7355,34661,37264,40554,40558,40610,40695,40718
fraction 1 1 493
fraction 3 3 1178,1299,1851
fragil 4 1 49283
frame 4 4 15522,15693,32966,45230
framework 4 10 5644,11977,17161,20329,25083,34854,35178,42641,45866,45871
framingham 3 1 528
franc 4 3 12876,32598,43966
francesca 1 1 1330
francisco 4 4 10940,29142,29182,34553
frank 4 1 36490
franklin 4 1 31764
fraser 4 1 24265
frederick 4 1 17314
free 4 6 6114,11711,20638,29245,31855,41288
freedom 4 2 7083,7599
freita 3 1 2784
frequenc 4 4 12805,17666,20618,38899
frequent 4 9 5247,13834,15471,18305,18308,18366,34532,37771,48700
fresh 4 6 17706,45046,45084,45274,45325,45375
freya 4 1 888
friedman 4 2 10558,25949
friend 4 8 5464,8558,16825,29208,38198,39934,41649,48910
fruit 4 5 17564,17610,41367,45291,45326
frustrat 4 4 38595,40583,40728,48992
frye 4 1 18475
ft 4 1 17825
fu 4 1 39118
fuel 4 6 25219,25263,25274,25391,25505,25524
fuhrel 4 1 27414
full 1 2 180,664
full 4 8 5334,21408,26459,36664,45367,46192,47434,49375
fuller 4 3 15351,40544,40746
fulli 2 1 412
fulli 4 6 2546,29426,30133,33864,35113,46292
function 1 1 1050
function 3 4 70,715,1388,1589
function 4 17 635,8323,8331,16302,17094,20872,21034,28301,34053,35114,35130,35798,36895,39490,39557,47241,48220
fund 4 18 721,1208,1967,7346,11265,13195,17057,28109,28215,32049,34620,35002,37258,39983,43632,43746,44952,46704
fundament 4 3 7090,8698,20278
fusion 4 1 15504
futur 4 20 235,1348,1516,1574,1896,2571,2904,3131,3543,12153,14218,14496,21608,31405,33746,35470,35555,42301,44956,46829
fv 4 7 17613,17659,17707,17717,17745,17762,17800
g5y 4 1 6702
gain 4 9 11913,25041,25899,32034,34612,34622,34641,35828,43878
gale 4 2 7938,47352
galea 4 4 11607,15346,18483,45064
galeno 4 1 26186
galleri 4 1 8566
galvin 4 1 41308
gandelman 4 1 11138
gang 4 1 38001
gap 4 7 105,11875,17039,35467,42626,42964,42972
garahan 4 1 16204
garcia 4 1 29672
gardasil 4 1 37338
garden 4 14 1367,1383,1470,1492,1530,1535,1541,1555,24249,24290,24317,24378,24444,43052
garfein 4 1 21529
gari 4 2 15876,17322
garnder 4 1 264
gas 4 1 25267
gateway 4 1 8879
gather 4 7 4926,9167,13066,14370,17197,29218,34872
gave 4 1 30732
gay 4 2 29188,34559
gaze 4 3 8168,16218,17010
gdhs 4 1 19412
gds 4 1 19013
gebhardt 3 1 1055
gee 4 7 11690,13785,13826,13847,16039,18270,47570
gelmon 4 1 7231
genberg 4 1 38722
gender 3 1 2121
gender 4 36 1106,1158,11807,11860,11959,12084,12130,12172,12272,12322,12368,12387,12410,13644,16073,16125,18188,18230,18326,18416,20675,20770,20790,23233,24181,36063,36129,41789,41825,41909,47184,47619,47627,47652,47738,47872
general 1 1 1002
general 3 1 50
general 4 30 471,3509,3619,4623,4889,4923,4967,5048,6872,7474,8309,13782,16036,18060,18267,21050,25711,28148,28831,30019,30105,30155,30291,33162,35856,38819,41170,44970,47567,48050
generat 4 15 719,848,2815,2889,11999,12532,12594,28248,28436,30608,32973,33009,33934,36971,42848
genet 4 1 24562
genit 4 1 47773
gentl 4 1 28440
geo 4 1 11678
geobehavior 4 2 8404,8458
geocod 4 5 20536,25753,46947,47197,47518
geograph 1 1 1074
geograph 4 20 7805,8025,8249,10167,10209,10233,10863,10893,11105,12259,12718,12734,12802,23759,27663,29030,47149,47249,47310,47449
geographi 4 4 8441,15725,17121,46840
geomat 4 2 8125,8207
georg 4 16 3594,3622,7751,15605,15966,23692,23713,37037,37269,37682,37917,38038,40781,40800,40807,49546
georgia 4 5 5554,5566,5618,33803,40613
geospati 4 1 7757
gerai 4 8 2140,25568,25575,26170,26196,26276,26498,26579
geriatr 4 1 19010
gershon 4 3 32354,46112,46351
gestat 4 2 17851,24635
getfit 4 2 41454,41482
ggd 4 1 5165
ghana 4 5 3400,3462,19376,19407,19423
ghigh 4 1 29786
ghimir 4 1 23449
giardiasi 4 1 38266
gie 4 1 2723
giel 4 1 5154
gielen 4 1 1865
gillian 4 1 16728
giri 4 1 6909
girl 4 7 1325,2768,2777,3298,36068,37366,37455
gis 4 17 7743,7936,8028,8112,12721,12774,14695,17669,27633,27666,27756,33942,44305,46834,46935,47230,47452
gisenyi 4 1 48745
gitom 4 1 45399
giustini 4 1 7486
give 4 3 509,3646,4944
glass 4 1 20922
glazier 4 5 12199,16717,36493,41807,47095
glean 4 1 1545
global 4 13 2739,5412,7617,7917,21285,24732,32633,38435,42172,43122,45387,45457,46023
globe 4 1 42224
glucogenolysi 3 1 2523
gluconeogenesi 3 1 2525
glucos 3 3 854,2518,2581
glucos 4 1 35378
gluth 4 2 29135,34487
glycem 3 1 896
glycosyl 3 1 908
goal 3 1 1394
goal 4 24 1980,2602,4949,9643,10307,11930,13289,15307,16647,17335,20347,24719,28221,35108,35217,35852,39491,41230,42617,43873,45469,45909,49067,49088
golam 4 1 6577
gold 4 1 21675
goldberg 4 1 25935
goldman 4 2 878,29631
goldstein 3 1 1125
golo 4 1 42764
gonorrhea 4 2 15708,15719
gonzalez 4 1 46362
good 4 14 5328,6850,9989,12109,12567,14528,17209,38587,38677,38681,38693,47753,48051,48066
googl 4 1 30579
gordin 3 1 1061
gov 4 1 41456
govern 4 29 770,779,2171,6375,6460,7225,7238,7259,11518,21368,28444,28574,28654,28673,28707,29390,29398,29436,29542,29606,42675,43250,43567,46584,46660,46678,49366,49441,49514
government 4 2 45974,45977
govt 4 1 24831
gozdyra 4 1 16719
grace 4 2 2701,2783
graci 4 1 23981
graciela 4 1 17582
grade 4 8 1172,1221,3039,3045,3976,33333,33635,47499
gradient 4 5 17812,17839,18106,36636,36695
gradual 4 1 25959
graduat 4 3 1376,13950,16513
gram 4 2 14406,14417
grand 4 1 38415
grandmultipar 4 1 48091
grang 4 1 49349
grant 4 3 5749,15347,31807
grante 4 1 43584
grape 4 1 45292
grappl 4 1 1074
grass 4 1 33349
grassroot 4 1 33485
graziella 4 1 26487
great 4 5 14596,19800,20166,32664,37758
greater 3 2 1708,2333
greater 4 13 3706,4233,10459,10520,15701,28361,28977,31118,32293,38058,43009,45444,49151
greatest 4 2 8686,34694
green 4 1 49347
greer 4 1 20345
gregori 4 2 20430,38728
groceri 4 13 16330,16344,17698,17700,17739,17755,17772,45171,45210,45222,45241,45308,45359
gross 4 1 28752
ground 4 1 34917
group 1 1 1119
group 3 9 1443,1448,1606,1619,1753,1939,2238,2276,2378
group 4 102 458,636,680,788,1592,1952,2017,2056,2090,2202,2732,2821,4532,4827,4894,4896,4925,4969,5050,5128,5835,6015,6033,6059,6068,6076,8076,8368,9540,11167,11981,12513,12524,14096,15475,15698,15913,17049,18036,18129,19858,20846,22268,22950,23438,23480,26610,26620,26648,26890,26902,26921,26944,27014,27154,27171,27198,29481,30396,30441,31057,31093,31103,31460,31554,31556,31598,31671,31680,32530,35197,36002,37647,38115,39023,39388,39564,39841,41328,42657,42683,42717,42997,43060,43293,43393,44075,44079,44119,44188,45462,46160,46557,46890,46989,47132,47260,47749,48022,49054,49319,49696
grow 4 20 1361,2496,2560,10299,13976,14871,14886,16757,18678,18956,21243,24306,25671,27660,28494,28550,33652,36251,42220,44800
grown 4 1 18765
growth 3 1 837
growth 4 3 35786,42534,42867
gruber 4 1 13400
guarante 4 1 47882
gudrun 4 1 6580
guerin 4 1 21684
guerro 4 1 42484
guid 4 7 9787,21486,27177,34145,37654,44539,44544
guidanc 4 4 24460,35135,46322,46525
guidelin 3 3 940,954,2048
guidelin 4 8 20303,21359,21398,25857,25873,28522,37525,47371
gum 4 1 48455
gun 4 1 14719
guozhen 4 1 22634
gust 4 1 43432
guy 4 1 44460
gwci 4 1 49551
gwin 4 1 39910
gwu 4 2 23724,38041
haa 3 1 2184
haart 4 9 39059,39095,39168,39271,39301,40169,40199,40286,40362
habit 4 3 28406,33531,48453
haera 4 1 1133
haitao 4 1 20424
haldar 4 4 560,19789,28449,33213
half 3 2 332,360
half 4 9 15132,17690,20187,20481,21337,30703,31889,44926,48186
hallmark 4 1 33835
hamilton 4 2 27890,39354
han 4 2 1134,23982
hand 4 6 990,9349,10120,11318,14178,33709
haqu 4 1 12433
har 4 2 29110,42153
harbour 4 2 4115,38467
hard 4 2 15472,40659
hardi 4 1 43719
hardship 4 1 46772
hardwar 4 1 29324
harlem 4 7 9212,9241,9271,9377,12701,12726,27714
harm 4 10 5178,19817,19995,23945,38521,38983,42155,44761,44823,45033
harvard 4 2 11342,28093
harvey 4 1 34715
hashemit 4 1 23219
hassan 4 1 23212
hassl 4 1 14430
hatfield 4 3 7222,7235,7256
hauser 4 1 25932
hawk 4 1 47752
hazard 3 1 1961
hazard 4 8 9782,9814,9937,9946,10005,24217,32445,46647
hcv 4 5 5148,5222,5266,5276,5301
hcz 4 2 9275,9294
head 1 3 1254,1270,1287
head 4 2 9066,13569
headway 4 1 40607
heal 4 1 34712
health 3 1 2775
health 4 746 13,42,248,294,321,330,345,467,526,543,551,565,580,588,612,628,667,713,720,758,923,949,1005,1034,1059,1098,1380,1390,1448,1586,1638,1650,1664,1731,1819,2105,2488,2510,2530,2590,2674,2960,3231,3241,3257,3272,3294,3371,3589,3591,3628,3630,3959,4103,4120,4124,4132,4150,4158,4338,4361,4726,4759,4764,4808,4864,5017,5140,5282,5306,5351,5413,5482,5528,5543,5572,5604,5616,5628,5634,5660,5684,5706,5728,5742,5759,5793,5806,5857,6110,6299,6537,7147,7196,7210,7250,7274,7283,7289,7310,7319,7339,7354,7362,7368,7498,7636,7645,7660,7675,7891,7954,8129,8182,8192,8205,8424,8711,8970,9036,9059,9198,9215,9219,9226,9234,9267,9302,9351,9401,9418,9422,9436,9494,9501,9534,9577,9598,9615,9672,9676,10033,10096,10263,10305,10523,10533,10593,10645,10720,10746,10787,11117,11159,11189,11193,11217,11221,11250,11303,11352,11365,11390,11407,11414,11426,11454,11482,11513,11525,11579,11843,11906,12147,12168,12180,12208,12221,12241,12280,12286,12336,12358,12380,12407,12676,12923,12975,13045,13071,13163,13247,13277,13374,13388,13422,13606,13678,13934,14040,14081,14157,14174,14191,14217,14260,14563,14828,14852,14897,14930,14962,14977,15004,15024,15040,15043,15064,15163,15197,15235,15318,15380,15547,15612,15620,16517,16519,16570,16574,16626,16634,16736,16772,16972,16980,17021,17036,17041,17074,17134,17146,17148,17205,17216,17245,17250,17289,17333,17807,17834,18704,18713,18721,18733,18754,18794,18811,18895,19030,19078,19172,19183,19373,19400,19410,19421,19457,19515,19572,19583,19638,19669,19793,19836,19969,20067,20081,20097,20105,20114,20134,20170,20180,20206,20212,20219,20222,20236,20246,20266,20289,20292,20315,20326,20353,20374,20377,20386,20390,20393,20398,20445,20657,20679,20699,20777,20809,20854,20938,20966,21136,21176,21185,21194,21201,21272,21413,21609,21936,21976,22013,22081,22106,22131,22154,22176,22184,22200,22220,22271,23006,23060,23455,23657,23698,23700,23719,23721,23728,23730,23965,23971,23994,24002,24017,24039,24056,24173,24282,24333,24734,24961,24964,25004,25014,25047,25096,25098,25112,25161,25596,25688,25814,25821,25904,26166,26304,26322,26328,26380,26446,26470,26527,26627,26817,26832,26856,26910,26955,27000,27674,27888,27894,28119,28136,28142,28149,28168,28195,28287,28430,28455,28467,28497,28540,28551,28600,28609,28622,28670,28677,28686,28702,28711,28719,28769,28775,29078,29146,29367,29380,29420,29448,29471,29493,29513,29538,29567,29593,29619,29625,29724,29806,29818,29830,29873,29903,29951,29960,29977,29990,30001,30063,30087,30292,30308,30346,30366,30413,30517,30545,30759,30775,30778,30805,30834,30959,30968,30989,31201,31208,31233,31261,31448,31468,31480,31487,31522,31549,31562,31666,31696,31755,31780,31792,31919,31931,31963,31968,31986,32069,32097,32114,32126,32155,32164,32251,32257,32296,32305,32326,32328,32346,32374,32444,32474,32605,32614,32625,32642,32850,32884,32953,33202,33217,33359,33386,33582,33653,33747,33759,33801,33832,33860,33875,33906,33957,34047,34062,34101,34110,34169,34271,34323,34410,34439,34678,34710,34771,34781,34794,34809,34828,34875,34919,34966,35065,35073,35087,35127,35140,35228,35298,35310,35322,35343,35369,35396,35427,35452,35476,35708,35816,35879,35887,35911,35924,35951,35987,36001,36145,36192,36205,36314,36317,36500,36718,36734,36747,36753,36774,36777,36798,36838,36865,36889,37005,37034,37064,37075,37245,37275,37277,37352,37448,37562,37610,37615,37621,37852,38047,38147,38158,38169,38182,38334,38347,38410,38443,38453,38475,38511,38573,38605,38706,38740,38951,39011,39026,39034,39308,39344,39348,39430,39442,39448,39463,39468,39502,39952,40109,40122,40144,40181,40227,40272,40311,40350,40371,40387,40395,40405,40459,40468,40496,40508,40533,40787,40789,40813,40815,40991,41272,41337,41396,41418,41458,41585,41721,41814,41859,41939,41958,41983,42003,42162,42169,42182,42245,42251,42273,42294,42307,42336,42417,42436,42453,42460,42493,42527,42561,42586,42736,42759,42769,42777,42788,42793,42810,42819,42836,42844,42887,42896,42926,42941,42958,42984,43044,43112,43148,43169,43202,43674,43723,43726,43984,44287,44482,44505,44614,44643,44681,44802,44857,45390,45404,45410,45452,45475,45548,45609,45814,45819,45857,45904,45923,45929,45933,45949,46000,46078,46091,46598,46610,46612,46618,46652,46700,46742,46786,46832,46940,46999,47044,47426,47659,48236,48520,48525,48536,48936,48953,48977,49006,49288,49339,49404,49417,49438,49495,49616,49625,49714,49840
